title,meal_block,description,calories_estimate,goal_tags,fitness_level_min,fitness_level_max,nova_max,foods
Pechuga con quinua y vegetales,almuerzo,Pechuga con quinua y verduras al vapor,460,fat_loss|muscle_gain,3,5,2,"Pollo, Pechuga, sin piel, a la plancha|Brócoli, cocido|Zanahoria, cocida"
Pollo con coco y arroz,almuerzo,Pollo en leche de coco con arroz amarillo,540,general_health|muscle_gain,1,5,2,"Pollo, Pechuga, sin piel, cocido|Leche, de coco|Arroz, tipo 1, cocido"
Muslos de pollo asados,almuerzo,Muslos asados con papa criolla y ensalada,580,muscle_gain,2,5,2,"Pollo, Pechuga, con piel, asado|Papa, baroa, cocida"
Carne asada con yuca,almuerzo,Lomo de res a la parrilla con yuca cocida,580,muscle_gain,3,5,2,"Carne, bovina, contra-filé, con gordura, a la plancha|Yuca/mandioca, cocida"
Carne molida con papas,almuerzo,Carne molida guisada con papa y arroz,540,general_health|muscle_gain,1,5,2,"Carne, bovina, Aguja de res, molido, cocido|Papa, baroa, cocida|Arroz, tipo 1, cocido"
Bistec encebollado,almuerzo,"Bistec de res con cebolla, papa y arroz",580,general_health|muscle_gain,1,5,2,"Carne, bovina, contra-filé, con gordura, a la plancha|Cebolla, cruda|Papa, baroa, cocida|Arroz, tipo 1, cocido"
Carne desmechada criolla,almuerzo,Carne mechada en hogao con plátano,520,general_health|muscle_gain,2,5,2,"Carne, bovina, contra-filé, con gordura, a la plancha|Tomate, con semilla, crudo|Cebolla, cruda|Banano, de la terra, cruda"
Sobrebarriga al horno,almuerzo,Sobrebarriga horneada con papa y ensalada,580,general_health|muscle_gain,1,5,2,"Carne, bovina, contra-filé, con gordura, a la plancha|Papa, baroa, cocida"
Posta cartagenera,almuerzo,Posta de res en salsa negra con arroz y papa,540,general_health|muscle_gain,1,5,3,"Carne, bovina, contra-filé, con gordura, a la plancha|Arroz, tipo 1, cocido|Papa, baroa, cocida"
Estofado de res,almuerzo,"Estofado de res con papa, zanahoria y arveja",540,general_health|muscle_gain,1,5,2,"Carne, bovina, contra-filé, con gordura, a la plancha|Papa, baroa, cocida|Zanahoria, cocida|Arveja, enlatada, escurrida"
Punta de anca a la parrilla,almuerzo,Punta de anca con yuca y ensalada,620,muscle_gain,3,5,2,"Carne, bovina, contra-filé, con gordura, a la plancha|Yuca/mandioca, cocida"
Churrasco con papa,almuerzo,Churrasco argentino con papa rústica,640,muscle_gain,3,5,2,"Carne, bovina, contra-filé, con gordura, a la plancha|Papa, baroa, cocida"
Carne sudada paisa,almuerzo,Carne sudada con papa y arroz,540,general_health|muscle_gain,1,5,2,"Carne, bovina, contra-filé, con gordura, a la plancha|Papa, baroa, cocida|Arroz, tipo 1, cocido"
Albóndigas en salsa,almuerzo,Albóndigas de res en salsa de tomate con arroz,540,general_health|muscle_gain,1,5,2,"Carne, bovina, Aguja de res, molido, cocido|Tomate, con semilla, crudo|Arroz, tipo 1, cocido"
Pepitoria nariñense,almuerzo,Cuy o cerdo con papa y salsa de maní,580,general_health|muscle_gain,1,4,2,"Papa, baroa, cocida|Maní, tostado, salado"
Cerdo en salsa de piña,almuerzo,Lomo de cerdo agridulce con piña y arroz,580,general_health|muscle_gain,2,5,3,"Arroz, tipo 1, cocido|Piña, crudo"
Costillas de cerdo BBQ,almuerzo,Costillas en salsa BBQ con maíz a la parrilla,680,muscle_gain,3,5,3,"Maíz, verde, crudo"
Lomo de cerdo al horno,almuerzo,Lomo de cerdo horneado con manzana y papa,580,general_health|muscle_gain,2,5,2,"Manzana, Fuji, con casca, cruda|Papa, baroa, cocida"
Chicharrón con frijoles,almuerzo,Chicharrón crocante con frijoles y arroz,720,general_health|muscle_gain,1,3,3,"Frijol, carioca, cocido|Arroz, tipo 1, cocido"
Cerdo con salsa de mango,almuerzo,Lomo de cerdo con salsa tropical,540,fat_loss|muscle_gain,2,5,2,"Mango, Tommy Atkins, cruda"
Goulash colombiano,almuerzo,Estofado de res con pimentón y papa,560,general_health|muscle_gain,1,5,2,"Carne, bovina, contra-filé, con gordura, a la plancha|Pimiento, vermelho, crudo|Papa, baroa, cocida"
Carne mechada llanera,almuerzo,Carne mechada en hogao con arroz y plátano,560,general_health|muscle_gain,1,5,2,"Carne, bovina, contra-filé, con gordura, a la plancha|Tomate, con semilla, crudo|Arroz, tipo 1, cocido|Banano, de la terra, cruda"
Carne en bistec con hogao,almuerzo,"Bistec con hogao casero, arroz y patacones",580,general_health|muscle_gain,1,5,2,"Carne, bovina, contra-filé, con gordura, a la plancha|Tomate, con semilla, crudo|Arroz, tipo 1, cocido|Banano, de la terra, cruda"
Carne asada con chimichurri,almuerzo,Lomo asado con salsa chimichurri y papa,580,muscle_gain,3,5,2,"Carne, bovina, contra-filé, con gordura, a la plancha|Papa, baroa, cocida"
Hígado encebollado,almuerzo,Hígado de res con cebolla y arroz,480,general_health|muscle_gain,1,4,2,"Cebolla, cruda|Arroz, tipo 1, cocido"
Lengua en salsa,almuerzo,Lengua de res en salsa criolla con papa,520,general_health|muscle_gain,1,4,2,"Tomate, con semilla, crudo|Cebolla, cruda|Papa, baroa, cocida"
Picadillo de res,almuerzo,"Carne molida con tomate, cebolla y aceitunas",460,general_health|muscle_gain,1,5,2,"Carne, bovina, Aguja de res, molido, cocido|Tomate, con semilla, crudo|Cebolla, cruda"
Empanadas grandes de carne,almuerzo,Empanadas tamaño almuerzo con carne y papa,540,general_health,1,4,3,"Carne, bovina, Aguja de res, molido, cocido|Papa, baroa, cocida"
Pasta con pollo al pesto,almuerzo,Pasta integral con pollo y pesto casero,540,general_health|muscle_gain,2,5,2,"Pasta/fideo, Trigo, crudo|Pollo, Pechuga, sin piel, cocido"
Pasta con atún,almuerzo,"Pasta con atún en agua, tomate y aceitunas",480,general_health|fat_loss,2,5,3,"Pasta/fideo, Trigo, crudo|Atún, conserva en Aceite vegetal|Tomate, con semilla, crudo"
Pasta con carne molida boloñesa,almuerzo,Pasta con salsa boloñesa de carne molida,580,general_health|muscle_gain,1,5,2,"Pasta/fideo, Trigo, crudo|Carne, bovina, Aguja de res, molido, cocido|Tomate, con semilla, crudo"
Lasaña de carne,almuerzo,"Lasaña con carne molida, salsa y queso",620,general_health|muscle_gain,1,4,3,"Carne, bovina, Aguja de res, molido, cocido|Queso, mozarela"
Pasta con camarones,almuerzo,Pasta con camarones al ajillo y limón,520,general_health|muscle_gain,2,5,2,"Pasta/fideo, Trigo, crudo|Camarón, Rio Grande, grande, cocido|Ajo, crudo"
Espaguetti con albóndigas,almuerzo,Espaguetti con albóndigas en salsa,560,general_health|muscle_gain,1,5,2,"Pasta/fideo, Trigo, crudo|Carne, bovina, Aguja de res, molido, cocido|Tomate, con semilla, crudo"
Pasta con champiñones,almuerzo,Pasta con champiñones y crema ligera,460,general_health,2,5,2,"Pasta/fideo, Trigo, crudo"
Pasta con espinaca y queso,almuerzo,Pasta integral con espinaca salteada y queso,460,general_health|fat_loss,2,5,2,"Pasta/fideo, Trigo, crudo|Espinaca, Nova Zelândia, salteado|Queso, minas, meia cura"
Macarrones con queso,almuerzo,Macarrones con salsa de queso cremosa,540,general_health,1,5,3,"Pasta/fideo, Trigo, crudo|Queso, mozarela"
Pasta primavera,almuerzo,Pasta con vegetales variados de temporada,440,general_health|fat_loss,1,5,2,"Pasta/fideo, Trigo, crudo|Brócoli, cocido|Zanahoria, cocida|Pimiento, vermelho, crudo"
Pasta con salmón y limón,almuerzo,Pasta con salmón a la plancha y crema de limón,540,fat_loss|muscle_gain,3,5,2,"Pasta/fideo, Trigo, crudo|Salmón, sin piel, fresco, a la plancha"
Pasta con pollo al curry,almuerzo,Pasta con pollo en salsa de curry suave,520,general_health|muscle_gain,2,5,2,"Pasta/fideo, Trigo, crudo|Pollo, Pechuga, sin piel, cocido"
Ñoquis de papa con salsa,almuerzo,Ñoquis con salsa de tomate y albahaca,480,general_health,1,5,2,"Papa, baroa, cocida|Tomate, con semilla, crudo"
Pasta con verduras asadas,almuerzo,Pasta con berenjena y pimentón asados,420,general_health|fat_loss,1,5,2,"Pasta/fideo, Trigo, crudo|Berenjena, cocida|Pimiento, vermelho, crudo"
Pasta integral con atún,almuerzo,Pasta integral con atún y tomate cherry,460,fat_loss|muscle_gain,2,5,3,"Pasta/fideo, Trigo, crudo|Atún, conserva en Aceite vegetal|Tomate, con semilla, crudo"
Bowl de pollo y aguacate,almuerzo,"Bowl de arroz integral con pollo, aguacate y huevo",520,fat_loss|muscle_gain,3,5,2,"Arroz, integral, cocido|Pollo, Pechuga, sin piel, a la plancha|Aguacate, crudo|Huevo, de gallina, entero, crudo"
Bowl de salmón teriyaki,almuerzo,Arroz integral con salmón y vegetales asados,540,fat_loss|muscle_gain,3,5,3,"Arroz, integral, cocido|Salmón, sin piel, fresco, a la plancha|Brócoli, cocido"
Ensalada César con pollo,almuerzo,"Lechuga, pollo, queso y crutones",420,fat_loss|muscle_gain,2,5,2,"Lechuga, americana, cruda|Pollo, Pechuga, sin piel, a la plancha|Queso, minas, meia cura"
Ensalada de quinua con pollo,almuerzo,"Quinua con pollo, tomate y aguacate",440,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Tomate, con semilla, crudo|Aguacate, crudo"
Ensalada de atún,almuerzo,"Atún con lechuga, tomate, pepino y aceitunas",320,fat_loss|muscle_gain,1,5,3,"Atún, conserva en Aceite vegetal|Lechuga, americana, cruda|Tomate, con semilla, crudo|Pepino, crudo"
Ensalada de garbanzo y pollo,almuerzo,"Garbanzo con pollo, vegetales y aceite de oliva",460,fat_loss|muscle_gain,2,5,2,"Garbanzo, crudo|Pollo, Pechuga, sin piel, a la plancha|Aceite de oliva, de oliva, extra virgen"
Bowl mediterráneo,almuerzo,"Quinua, tomate, pepino, queso y aceitunas",380,general_health|fat_loss,2,5,2,"Tomate, con semilla, crudo|Pepino, crudo|Queso, minas, meia cura"
Bowl mexicano,almuerzo,"Arroz, frijol negro, aguacate, huevo y maíz",540,general_health|muscle_gain,1,5,2,"Arroz, tipo 1, cocido|Frijol, preto, cocido|Aguacate, crudo|Huevo, de gallina, entero, crudo|Maíz, verde, crudo"
Ensalada Niçoise,almuerzo,"Atún, huevo, papa, judías y aceitunas",460,fat_loss|muscle_gain,2,5,3,"Atún, conserva en Aceite vegetal|Huevo, de gallina, entero, cocido/10minutos|Papa, baroa, cocida"
Buddha bowl vegetariano,almuerzo,"Quinua, garbanzo, aguacate, espinaca y zanahoria",460,general_health|fat_loss,2,5,2,"Garbanzo, crudo|Aguacate, crudo|Espinaca, Nova Zelândia, crudo|Zanahoria, cruda"
Bowl thai de pollo,almuerzo,"Pollo con verduras, arroz y leche de coco",520,general_health|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Arroz, tipo 1, cocido|Leche, de coco"
Poke bowl de salmón,almuerzo,"Salmón fresco con arroz, aguacate y soya",480,fat_loss|muscle_gain,3,5,3,"Salmón, sin piel, fresco, a la plancha|Arroz, tipo 1, cocido|Aguacate, crudo"
Bowl de camarón y mango,almuerzo,"Camarones con mango, arroz y aguacate",460,general_health|muscle_gain,2,5,2,"Camarón, Rio Grande, grande, cocido|Mango, Tommy Atkins, cruda|Arroz, tipo 1, cocido|Aguacate, crudo"
Ensalada caprese con pollo,almuerzo,"Pollo, tomate, mozzarella y albahaca",380,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Tomate, con semilla, crudo|Queso, mozarela"
Bowl de carne y aguacate,almuerzo,"Arroz, carne magra, aguacate y huevo",540,muscle_gain,3,5,2,"Arroz, tipo 1, cocido|Carne, bovina, capa de contra-filé, sin gordura, a la plancha|Aguacate, crudo|Huevo, de gallina, entero, crudo"
Ensalada de salmón ahumado,almuerzo,"Salmón con espinaca, aguacate y huevo",380,fat_loss|muscle_gain,3,5,2,"Salmón, sin piel, fresco, a la plancha|Espinaca, Nova Zelândia, crudo|Aguacate, crudo|Huevo, de gallina, entero, cocido/10minutos"
Wrap de pollo con vegetales,almuerzo,"Tortilla con pollo, lechuga y aguacate",460,fat_loss|muscle_gain,2,5,3,"Pollo, Pechuga, sin piel, a la plancha|Lechuga, americana, cruda|Aguacate, crudo"
Wrap de atún con verduras,almuerzo,"Tortilla con atún, lechuga y tomate",420,fat_loss|muscle_gain,2,5,3,"Atún, conserva en Aceite vegetal|Lechuga, americana, cruda|Tomate, con semilla, crudo"
Ensalada de pollo con frutos secos,almuerzo,"Pollo con espinaca, manzana y marañón",420,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Espinaca, Nova Zelândia, crudo|Manzana, Fuji, con casca, cruda|castaña-de-Marañón, tostada, salada"
Bowl de lentejas y pollo,almuerzo,Lenteja con pollo desmechado y aguacate,460,fat_loss|muscle_gain,2,5,2,"Lenteja, cocida|Pollo, Pechuga, sin piel, cocido|Aguacate, crudo"
Frijoles paisa con arroz,almuerzo,Frijol cargamanto con arroz y aguacate,480,general_health|muscle_gain,1,5,2,"Frijol, carioca, cocido|Arroz, tipo 1, cocido|Aguacate, crudo"
Lentejas guisadas con arroz,almuerzo,Lenteja en hogao con arroz y plátano,460,general_health|muscle_gain,1,5,2,"Lenteja, cocida|Arroz, tipo 1, cocido|Banano, de la terra, cruda"
Garbanzos con espinaca,almuerzo,Garbanzos guisados con espinaca y comino,380,general_health|fat_loss,1,5,2,"Garbanzo, crudo|Espinaca, Nova Zelândia, salteado"
Frijol negro con arroz,almuerzo,"Frijol negro con arroz, plátano y aguacate",480,general_health|muscle_gain,1,5,2,"Frijol, preto, cocido|Arroz, tipo 1, cocido|Banano, de la terra, cruda|Aguacate, crudo"
Hamburguesa de lentejas,almuerzo,Hamburguesa vegetariana con lenteja y vegetales,420,general_health|fat_loss,2,5,2,"Lenteja, cocida|Zanahoria, cruda"
Curry de garbanzos,almuerzo,Garbanzos en salsa de curry con leche de coco,440,general_health|muscle_gain,2,5,2,"Garbanzo, crudo|Leche, de coco"
Falafel con tabule,almuerzo,Falafel de garbanzo con ensalada de tabule,460,general_health|fat_loss,2,5,2,"Garbanzo, crudo"
Quinua con vegetales asados,almuerzo,"Quinua con berenjena, pimentón y zanahoria",380,general_health|fat_loss,1,5,2,"Berenjena, cocida|Pimiento, vermelho, crudo|Zanahoria, cocida"
Tortilla de papa española,almuerzo,Tortilla de huevo con papa y cebolla,460,general_health|muscle_gain,1,5,2,"Huevo, de gallina, entero, crudo|Papa, baroa, cocida|Cebolla, cruda"
Berenjenas rellenas,almuerzo,Berenjenas rellenas de quinua y vegetales,360,general_health|fat_loss,2,5,2,"Berenjena, cocida"
Pimentones rellenos de quinua,almuerzo,Pimentones rellenos con quinua y vegetales,380,general_health|fat_loss,2,5,2,"Pimiento, vermelho, crudo|Tomate, con semilla, crudo|Cebolla, cruda"
Hummus con pan árabe,almuerzo,Hummus de garbanzo con pan árabe y vegetales,420,general_health|fat_loss,1,5,2,"Garbanzo, crudo|Pimiento, vermelho, crudo|Pepino, crudo"
Estofado de lentejas,almuerzo,"Lenteja con zanahoria, papa y cebolla",380,general_health|fat_loss,1,5,2,"Lenteja, cocida|Zanahoria, cocida|Papa, baroa, cocida|Cebolla, cruda"
Frijoles con plátano,almuerzo,Frijol carioca con plátano maduro y queso,460,general_health,1,5,2,"Frijol, carioca, cocido|Banano, de la terra, cruda|Queso, minas, meia cura"
Garbanzos al curry con arroz,almuerzo,Garbanzo en curry con arroz basmati,460,general_health|fat_loss,2,5,2,"Garbanzo, crudo|Arroz, tipo 1, cocido"
Posta negra cartagenera,almuerzo,Posta de res en salsa oscura típica caribeña,540,general_health|muscle_gain,1,5,3,"Carne, bovina, contra-filé, con gordura, a la plancha"
Mote de queso costeño,almuerzo,Sopa espesa con ñame y queso costeño,460,general_health,1,5,2,"Queso, minas, meia cura"
Tucupí amazónico,almuerzo,Caldo amazónico con yuca y pescado,380,general_health,1,4,2,"Yuca/mandioca, cocida|Merluza, filete, asado"
Hayaca llanera,almuerzo,Hayaca con masa de maíz y carne,540,general_health|muscle_gain,1,3,3,"Carne, bovina, Aguja de res, molido, cocido|Maíz, verde, crudo"
Pirarucú al horno,almuerzo,Pescado amazónico al horno con yuca,460,fat_loss|muscle_gain,2,5,2,"Yuca/mandioca, cocida"
Sopa de tortilla colombiana,almuerzo,Caldo de pollo con tiras de tortilla y aguacate,360,general_health|fat_loss,1,5,2,"Pollo, Pechuga, sin piel, cocido|Aguacate, crudo"
Quibbe costeño,almuerzo,Quibbe de trigo con carne molida,380,general_health|muscle_gain,1,4,3,"Carne, bovina, Aguja de res, molido, cocido"
Cuy frito con papa,almuerzo,Cuy frito al estilo nariñense con papa,580,general_health|muscle_gain,1,3,3,"Papa, baroa, cocida"
Pepián de cuy nariñense,almuerzo,"Pepitoria nariñense con papa, salsa de maní y cuy",540,general_health|muscle_gain,1,3,2,"Papa, baroa, cocida|Maní, tostado, salado"
Sopita gnocchi de yuca,almuerzo,Sopa con gnocchi de yuca y pollo,380,general_health,1,5,2,"Yuca/mandioca, cocida|Pollo, Pechuga, sin piel, cocido"
Mango fresco tarde,merienda,Porción de mango Tommy Atkins en la tarde,110,general_health|fat_loss,1,5,1,"Mango, Tommy Atkins, cruda"
Manzana con miel,merienda,Manzana en gajos con miel de abejas,110,general_health,1,5,1,"Manzana, Fuji, con casca, cruda"
Banano con canela,merienda,Banano maduro con canela espolvoreada,110,general_health,1,5,1,"Banano, Manzana, cruda"
Fresas frescas merienda,merienda,Porción de fresas frescas lavadas,70,general_health|fat_loss,1,5,1,"Fresa, crudo"
Papaya con limón tarde,merienda,Cubos de papaya con jugo de limón,90,general_health|fat_loss,1,5,1,"Papaya, Formosa, crudo"
Piña con menta tarde,merienda,Rodajas de piña con menta fresca,100,general_health|fat_loss,1,5,1,"Piña, crudo"
Kiwi con yogur descremado,merienda,Kiwi en rodajas con yogur descremado,130,general_health|fat_loss,1,5,2,"Kiwi, crudo|Yogur, natural, desnatado"
Mix de frutas tropicales tarde,merienda,"Salpicón de mango, piña y papaya",140,general_health|fat_loss,1,5,1,"Mango, Tommy Atkins, cruda|Piña, crudo|Papaya, Formosa, crudo"
Naranja en gajos tarde,merienda,Naranja Pera fresca en gajos,80,general_health|fat_loss,1,5,1,"Naranja, Pera, cruda"
Mango Haden maduro,merienda,Mango variedad Haden bien maduro,120,general_health|fat_loss,1,5,1,"Mango, Haden, cruda"
Guayaba con queso fresco,merienda,Guayaba madura con láminas de queso,200,general_health,1,5,2,"Guayaba, vermelha, con casca, cruda|Queso, minas, meia cura"
Macedonia con miel y limón,merienda,Mix de frutas con miel y un toque de limón,160,general_health,1,5,1,"Mango, Tommy Atkins, cruda|Piña, crudo|Fresa, crudo"
Guanábana con leche descremada,merienda,Guanábana con leche descremada licuada,160,general_health|fat_loss,1,5,2,"Guanábana, cruda|Leche, de vaca, desnatado, UHT"
Frutos rojos con yogur tarde,merienda,Fresas y moras con yogur natural,180,general_health|fat_loss,1,5,2,"Fresa, crudo|Yogur, natural"
Banano prata con maní,merienda,Banano prata con maní triturado,200,general_health|muscle_gain,1,5,3,"Banano, prata, cruda|Maní, tostado, salado"
Manzana Fuji con canela,merienda,Manzana Fuji con canela espolvoreada,100,general_health|fat_loss,1,5,1,"Manzana, Fuji, con casca, cruda"
Mango deshidratado,merienda,Chips de mango deshidratado natural,130,general_health,1,5,2,
Papaya con yogur griego tarde,merienda,Papaya con yogur griego y semillas,200,general_health|fat_loss,1,5,2,"Papaya, Formosa, crudo|Yogur, natural"
Mango con maracuyá tarde,merienda,Mango con jugo de maracuyá fresco,140,general_health|fat_loss,1,5,1,"Mango, Tommy Atkins, cruda|Maracuyá, crudo"
Piña con jengibre,merienda,Rodajas de piña con jengibre fresco,90,general_health|fat_loss,1,5,1,"Piña, crudo"
Naranja con queso fresco,merienda,Naranja con láminas de queso campesino,200,general_health,1,5,2,"Naranja, Pera, cruda|Queso, minas, meia cura"
Frutas asadas con canela,merienda,Manzana y banano asados con canela,180,general_health,1,5,1,"Manzana, Fuji, con casca, cruda|Banano, Manzana, cruda"
Coco fresco merienda,merienda,Trozos de coco fresco crudo,160,general_health,1,5,1,"Coco, crudo"
Mix de frutas con yogur descremado,merienda,Frutas variadas con yogur sin azúcar,180,general_health|fat_loss,1,5,2,"Mango, Tommy Atkins, cruda|Fresa, crudo|Yogur, natural, desnatado"
Sandía fría,merienda,Cubos de sandía fría como merienda refrescante,80,general_health|fat_loss,1,5,1,
Shake post entreno con banano,merienda,Proteína de suero con banano y leche descremada,290,fat_loss|muscle_gain,3,5,3,"Banano, Manzana, cruda|Leche, de vaca, desnatado, UHT"
Shake con avena post entreno,merienda,Proteína con avena y agua,280,fat_loss|muscle_gain,3,5,3,"Avena, hojuelas, cruda"
Yogur griego con proteína,merienda,Yogur griego con proteína en polvo,220,fat_loss|muscle_gain,3,5,3,"Yogur, natural"
Atún con tostada post entreno,merienda,Atún con pan integral pequeño,240,fat_loss|muscle_gain,3,5,3,"Atún, conserva en Aceite vegetal|Pan, Trigo, forma, integral"
Pollo desmechado post entreno,merienda,Pollo desmechado con arroz pequeño,280,fat_loss|muscle_gain,3,5,2,"Pollo, Pechuga, sin piel, cocido|Arroz, tipo 1, cocido"
Claras revueltas post entreno,merienda,Claras con espinaca y queso bajo en grasa,200,fat_loss|muscle_gain,3,5,2,"Huevo, de gallina, clara, cocida/10minutos|Espinaca, Nova Zelândia, salteado|Queso, minas, meia cura"
Banano con maní post entreno,merienda,Banano con maní para reposición,230,fat_loss|muscle_gain,3,5,3,"Banano, Manzana, cruda|Maní, tostado, salado"
Avena post entreno con leche,merienda,Avena cocida con leche y banano,320,fat_loss|muscle_gain,3,5,2,"Avena, hojuelas, cruda|Leche, de vaca, integral|Banano, Manzana, cruda"
Huevo cocido con pan integral,merienda,Dos huevos cocidos con pan integral,280,fat_loss|muscle_gain,2,5,2,"Huevo, de gallina, entero, cocido/10minutos|Pan, Trigo, forma, integral"
Pavo con queso enrollado,merienda,"Pavo con queso enrollado, alto en proteína",220,fat_loss|muscle_gain,3,5,3,"Queso, minas, meia cura"
Sardinas con galleta integral,merienda,Sardinas con galletas integrales,240,general_health|muscle_gain,3,5,3,"Sardina, conserva en Aceite vegetal"
Salmón frío con limón,merienda,Salmón frío con limón post entreno,250,fat_loss|muscle_gain,3,5,2,"Salmón, sin piel, fresco, a la plancha"
Camarones cocidos fríos,merienda,Camarones cocidos con limón y aguacate,220,fat_loss|muscle_gain,3,5,2,"Camarón, Rio Grande, grande, cocido|Aguacate, crudo"
Carne molida con plátano post entreno,merienda,Carne molida con plátano maduro,320,muscle_gain,3,5,2,"Carne, bovina, Aguja de res, molido, cocido|Banano, de la terra, cruda"
Tortilla de claras y avena,merienda,Tortilla salada de claras con avena,240,fat_loss|muscle_gain,3,5,2,"Huevo, de gallina, clara, cocida/10minutos|Avena, hojuelas, cruda"
Bowl proteico de tarde,merienda,"Pollo, arroz blanco y aguacate",380,muscle_gain,3,5,2,"Pollo, Pechuga, sin piel, cocido|Arroz, tipo 1, cocido|Aguacate, crudo"
Wrap de pollo merienda,merienda,Mini wrap de pollo y vegetales,280,fat_loss|muscle_gain,3,5,3,"Pollo, Pechuga, sin piel, a la plancha"
Yogur con proteína y avena,merienda,"Yogur con proteína, avena y banano",320,fat_loss|muscle_gain,3,5,3,"Yogur, natural|Avena, hojuelas, cruda|Banano, Manzana, cruda"
Pechuga con arroz post entreno,merienda,Pechuga a la plancha con arroz blanco,360,fat_loss|muscle_gain,3,5,2,"Pollo, Pechuga, sin piel, a la plancha|Arroz, tipo 1, cocido"
Huevos rancheros pequeños,merienda,Dos huevos fritos sobre arepa pequeña,320,general_health|muscle_gain,2,5,2,"Huevo, de gallina, entero, frito"
Atún con aguacate post entreno,merienda,Atún con aguacate y limón,280,fat_loss|muscle_gain,3,5,3,"Atún, conserva en Aceite vegetal|Aguacate, crudo"
Pollo con quinua tarde,merienda,Pollo a la plancha con quinua post entreno,320,fat_loss|muscle_gain,3,5,2,"Pollo, Pechuga, sin piel, a la plancha"
Carne magra con vegetales,merienda,Carne magra con brócoli y zanahoria al vapor,320,fat_loss|muscle_gain,3,5,2,"Carne, bovina, capa de contra-filé, sin gordura, a la plancha|Brócoli, cocido|Zanahoria, cocida"
Shake con frutos rojos post entreno,merienda,Proteína con fresas y leche descremada,240,fat_loss|muscle_gain,3,5,3,"Fresa, crudo|Leche, de vaca, desnatado, UHT"
Pavo a la plancha con tomate,merienda,Pechuga de pavo a la plancha con tomate,280,fat_loss|muscle_gain,3,5,2,"Tomate, con semilla, crudo"
Pandebono tarde,merienda,Pandebono recién horneado con aromática,200,general_health,1,5,3,"Queso, minas, meia cura"
Almojábana con café,merienda,Almojábana con café tinto,220,general_health,1,5,3,"Queso, minas, meia cura"
Pandequeso tarde,merienda,Pandequeso valluno con chocolate,240,general_health,1,5,3,"Queso, minas, meia cura"
Buñuelos con aromática,merienda,Buñuelos paisas con aromática de hierbas,280,general_health,1,4,3,"Queso, minas, meia cura"
Empanadas pequeñas de queso,merienda,Mini empanadas horneadas con queso,220,general_health,1,5,3,"Queso, minas, meia cura"
Empanadas de carne pequeñas,merienda,Mini empanadas de carne horneadas,240,general_health,1,4,3,"Carne, bovina, Aguja de res, molido, cocido"
Mazamorra de maíz tarde,merienda,Mazamorra paisa con leche,240,general_health,1,5,2,"Maíz, verde, crudo|Leche, de vaca, integral"
Aguapanela con queso,merienda,Aguapanela tibia con queso campesino,200,general_health,1,5,2,"Queso, minas, meia cura"
Chocolate caliente con pan,merienda,Chocolate santafereño con pan,280,general_health,1,5,3,"Pan, Trigo, forma, integral"
Achiras del Huila tarde,merienda,Galletas tradicionales de achira,180,general_health,1,5,3,
Pan de bono con suero,merienda,Pandebono con suero costeño,250,general_health,1,5,3,"Queso, minas, meia cura"
Obleas con queso costeño,merienda,Oblea con queso y arequipe,230,general_health,1,4,4,"Queso, minas, meia cura"
Bocadillo con queso tarde,merienda,Bocadillo de guayaba con queso fresco,200,general_health,1,5,3,"Queso, minas, meia cura|Guayaba, vermelha, con casca, cruda"
Mazamorra de leche,merienda,Maíz pelado cocido con leche,240,general_health,1,5,2,"Leche, de vaca, integral|Maíz, verde, crudo"
Galletas de avena con miel,merienda,Dos galletas caseras de avena,200,general_health,1,5,2,"Avena, hojuelas, cruda"
Cuajada con melao tarde,merienda,Cuajada fresca con melao de panela,200,general_health,1,5,2,"Queso, minas, meia cura"
Pan integral con queso ricota,merienda,Pan integral con ricota y miel,220,general_health,1,5,2,"Pan, Trigo, forma, integral|Queso, ricota"
Patacones con guacamole tarde,merienda,Patacones pequeños con guacamole casero,240,general_health,1,4,2,"Banano, de la terra, cruda|Aguacate, crudo"
Yuca frita pequeña tarde,merienda,Porción pequeña de yuca frita crocante,220,general_health,1,4,3,"Yuca/mandioca, cocida"
Pan de yuca tarde,merienda,Pan de yuca recién horneado,180,general_health,1,5,3,"Queso, minas, meia cura"
Galleta cream cracker con queso,merienda,Galletas con queso fresco,180,general_health,1,5,3,"Queso, minas, meia cura"
Roscones con café,merienda,Roscón con café tinto,280,general_health,1,4,4,
Coladita de avena tarde,merienda,Colada espesa de avena con leche,260,general_health,1,5,2,"Avena, hojuelas, cruda|Leche, de vaca, integral"
Cocadas pequeñas,merienda,Dos cocadas tradicionales de coco,220,general_health,1,4,3,"Coco, crudo"
Atol de banano tarde,merienda,Bebida espesa de banano con leche,220,general_health,1,5,2,"Banano, Manzana, cruda|Leche, de vaca, integral"
Yogur natural tarde,merienda,Vaso de yogur natural sin azúcar,100,general_health|fat_loss,1,5,2,"Yogur, natural"
Yogur con granola tarde,merienda,Yogur natural con granola casera,200,general_health|fat_loss,1,5,2,"Yogur, natural"
